Iterations,Average Moves L,Average Moves O,Average Moves R,R Moves w/ Full Restart
13610,11.1,290.2,365.4,630
13615,11,317.3,332.7,350
13620,19.9,307.9,502.9,670
13625,19.9,240.2,265.4,500
13630,11,299.9,158.3,302.8
13635,11,360.2,440,410
13640,19.9,290.4,307.9,542.7
13645,19.9,252.4,502.9,265.5
13650,11,192.7,412.5,510
13655,11,395,315,500
13660,11,252.4,472.9,550
13665,11,162.7,448.5,232.5
13670,11,289.8,455.4,592.5
13675,11,340.1,472.9,422.8
13680,11.1,225.3,395.4,720
13685,11,310.2,251,410
13690,11,309.9,370.4,470
13695,19.9,340.7,312.5,542.7
13700,11,215.3,337.9,722.7
13705,11,220.1,282.5,610
13710,11,435.2,202.9,385.5
13715,11,327.4,552.9,282.8
13720,11.1,415.1,462.9,640
13725,11,310,540,452.7
13730,20,364.9,305.4,480
13735,19.9,250.4,460,490
13740,20,195.4,312.9,460
13745,11,285.3,445.4,482.5
13750,11.1,235.3,307.9,472.7
13755,19.9,250.2,235,262.8
13760,11,310.3,330.4,680
13765,11.1,329.9,205.4,610
13770,11,422.5,365.6,600
13775,11,390.1,335.4,460
13780,11,445.1,560,430
13785,11.1,289.9,570,542.8
13790,20,297.5,338.1,560
13795,11.1,302.8,222.2,630
13800,11,213,308.3,500
13805,11,319.9,289.9,612.7
13810,11.1,222.8,465,870
13815,11.1,429.8,288.5,452.5
13820,11,237.8,165.3,540
13825,11,327.6,337,320
13830,19.9,290.7,342.9,730
13835,11.1,345.3,225.6,460
13840,11,263.2,285.4,550
13845,11,233.1,492.9,512.5
13850,19.9,302.6,312.9,560
13855,11,257.5,1585.4,400
13860,11,270.2,1682.7,580
13865,11,342.5,280,352.7
13870,19.9,322.8,1485.6,450
13875,11,212.1,232.6,402.7
13880,11,322,1519.7,700
13885,11,220.1,1545,572.7
13890,11,427.6,219.9,410
13895,11,257.8,352.9,530
13900,11.1,335.1,215,370
13905,11,252.5,1473,412.5
13910,11,280.1,502.9,692.7
13915,11.1,182.4,340,580
13920,11,272.7,297.2,540
13925,11,354.9,475.4,472.5
13930,11,193.3,238.3,412.5
13935,11,257.7,1652.9,380
13940,11.1,212.9,1535.8,552.5
13945,11.1,415.1,1565.8,600
13950,11,454.9,375.8,592.5
13955,19.9,188,285.4,540
13960,11.1,302.8,1655,400
13965,19.9,524.8,342.9,502.5
13970,19.9,377.4,280.4,462.7
13975,11.1,367.7,1439.9,482.7
13980,11,232.9,157.9,420
13985,11,377.6,259.9,292.7
13990,11,287.8,1672.5,520
13995,11,362.6,1715.4,530
14000,11,394.8,1499.9,312.5
14005,11,327.3,472.9,605.8
14010,19.9,427.6,445,522.5
14015,19.9,297.6,1437.9,600
14020,20,220.1,297.9,402.7
14025,19.9,270.5,312.9,502.5
14030,20,495,188.1,490
14035,11,342.9,452.7,430
14040,11,377.7,1558.3,420
14045,11,402.4,1850,450
14050,11,287.2,248.1,580
14055,11.1,142.7,200.8,422.5
14060,11.1,225.2,317.9,512.7
14065,11,310.6,505.8,530
14070,20,297.5,195.4,392.7
14075,11,260.3,359.9,370
14080,11,300.6,1800,522.5
14085,19.9,259.7,1822.9,410
14090,11,330.2,325.4,520
14095,11,132.9,223.3,523.1
14100,11,175.4,1565.4,442.7
14105,19.9,299.9,205.4,532.5
14110,11.1,282.4,355,450
14115,11,310.2,425.4,492.7
14120,11,269.8,218.1,590
14125,19.9,260.2,278.5,432.7
14130,11.1,397.7,325.4,470
14135,11,252.3,285,472.7
14140,11.1,400.3,332.5,392.5
14145,19.9,377.2,560,400
14150,11,280.5,297.7,382.5
14155,11,455,485.4,562.5
14160,11,262.8,1695.4,372.5
14165,11,370.3,1662.9,440
14170,11,307.7,375.6,282.7
14175,11.1,272.5,365.4,392.7
14180,11,237.2,1612.7,660
14185,11.1,162.5,1777.9,510
14190,11,260.1,1533.5,450
14195,19.9,152.7,455.4,540
14200,19.9,387.4,345,280
14205,11,287.8,552.9,433.1
14210,11,327.6,572.5,390
14215,11,327.6,198.3,282.7
14220,19.9,328,1547.7,685.8
14225,11,222.9,1675.4,553.1
14230,11,215.6,372.9,452.5
14235,11,147.5,235.2,460
14240,11,469.7,1665.6,430
14245,11,300.1,287.9,290
14250,11,260,285.8,483.1
14255,11,297.9,652.9,402.5
14260,11,310.2,1555.8,470
14265,11,277.4,1657.9,302.7
14270,19.9,202.2,1515.4,420
14275,11.1,302.3,218.3,540
14280,19.9,293.1,268.1,360
14285,11.1,407.2,1675.8,420
14290,11,480,235.4,422.5
14295,11,372.2,452.9,492.7
14300,11.1,95.9,1675.6,500
14305,11,162.6,1685.4,593.1
14310,11,302.2,332.5,500
14315,11.1,407.3,355,482.7
14320,19.9,250,1832.9,262.7
14325,19.9,228,1547.9,430
14330,19.9,280.3,370,430
14335,11,189.9,348.1,410
14340,11,367.7,265.8,392.5
14345,11,285.2,1645,373.1
14350,11,202.6,1665.4,542.5
14355,19.9,272.3,1602.9,362.5
14360,11,235.3,1595.8,383.1
14365,11,242.4,1655.4,272.7
14370,19.9,282.7,282.5,382.5
14375,11,237.8,325.6,520
14380,11,232.6,475.4,480
14385,11,457.3,1518.1,490
14390,11.1,255.5,305.4,335.6
14395,11,322.7,275.8,570
14400,11,397.5,252.5,382.5
14405,11,155.5,445.4,410
14410,11.1,535,382.9,490
14415,11,309.8,1555.6,510
14420,11,282.5,260.8,250
14425,11,280.1,335.6,350
14430,11,435,298.1,460
14435,11,347.4,425.4,560
14440,20,447.2,340,392.7
14445,11,252.7,1780,620
14450,11,464.9,530,452.5
14455,11,290.1,1615.8,440
14460,11.1,337.7,1448.3,490
14465,20,277.3,1582.9,642.5
14470,11.1,500.1,250.4,312.7
14475,11.1,330.3,292.9,610
14480,11,322.5,285,460
14485,19.9,320,395.4,590
14490,11.1,339.9,542.9,360
14495,11.1,322.9,225.8,410
14500,11.1,447.3,1675.4,570
14505,11.1,222.5,1685.4,402.5
14510,11.1,310.3,1592.5,380
14515,20,305.4,1458.3,550
14520,11.1,477.6,210.4,342.7
14525,19.9,437.6,285.8,392.5
14530,11.1,312.9,332.5,510
14535,11,270.3,355.4,410
14540,11.1,322.6,1472.9,390
14545,11,253.2,267.5,360
14550,19.9,400,252.5,570
14555,19.9,370.4,245.4,362.7
14560,19.9,367.3,327.5,330
14565,19.9,410,512.9,402.7
14570,11,290.4,307.9,372.7
14575,11,245.4,1642.5,450
14580,11,555,1632.5,262.7
14585,19.9,379.7,410,272.7
14590,11,245.5,1622.9,502.7
14595,11,280.5,252.5,292.5
14600,11,173.1,1592.5,552.5
14605,19.9,284.8,335.4,520
14610,11,157.8,1668.5,362.7
14615,11,302.4,475,350
14620,19.9,310.1,565.2,540
14625,11,292.9,512.5,332.5
14630,11,285.1,500,510
14635,11,272.6,522.5,370
14640,11,489.9,1722.9,430
14645,11,372.8,1447.5,520
14650,11,527.5,590,620
14655,19.9,277.5,1725.4,402.5
14660,11,457.2,478.1,340
14665,11,267.5,222.7,412.5
14670,11,340.2,465,370
14675,11,420.4,432.5,362.5
14680,11,447.8,525.4,430
14685,11,250.1,525.6,490
14690,11,397.5,585,372.7
14695,11,427.8,1580.6,560
14700,11,437.7,1497.5,392.5
14705,19.9,327.6,455,450
14710,19.9,333,575,450
14715,11,405.1,642.7,330
14720,19.9,332.4,310,490
14725,11,207.4,367.9,302.7
14730,11,300.3,450,512.5
14735,19.9,310.2,642.5,400
14740,11,327.4,530,460
14745,11,417.7,372.5,500
14750,11,375,1710,442.5
14755,11,202.3,485,410
14760,11,184.8,1685.2,300
14765,19.9,212.5,385,402.5
14770,11,135.1,1710,350
14775,11,117.1,1820,482.7
14780,19.9,282.5,295.4,530
14785,11,250,365,402.5
14790,11,244.8,450,432.7
14795,19.9,387.3,1842.7,422.5
14800,19.9,254.9,530,422.7
14805,11,259.9,430,332.7
14810,11,350,342.5,402.7
14815,11,242.8,562.5,422.7
14820,19.9,310.1,430,392.5
14825,11,192.7,1522.5,572.7
14830,11,222.4,520,410
14835,11,175.1,415.4,662.7
14840,11,300.1,1700,352.5
14845,11,117.5,1572.5,612.7
14850,11,317.4,1752.7,400
14855,11,232.5,405.2,462.7
14860,11,349.8,432.5,520
14865,19.9,245.1,1890,500
14870,11,259.9,482.5,310
14875,11,297.6,345,400
14880,11,392.7,1678.1,480
14885,11,260.2,1645,450
14890,11,185.1,1870,282.7
14895,11,240.2,1825.6,640
14900,19.9,162.6,435.6,532.7
14905,19.9,222.2,257.9,450
14910,11,327.8,1555,350
14915,11,182.2,1552.5,390
14920,11,247.6,1742.5,442.5
14925,19.9,204.8,1535,400
14930,11,357.8,1742.7,470
14935,11,227.5,1652.5,280
14940,11,282.6,452.5,630
14945,11,232.5,540,332.7
14950,11,417.7,1755,360
14955,19.9,340.1,502.7,470
14960,11,135.1,242.9,570
14965,11,227.7,1535,390
14970,11,207.4,1512.5,332.5
14975,19.9,195.1,645.4,282.7
14980,11,317.5,512.7,492.5
14985,19.9,330,332.5,490
14990,19.9,172.5,275.2,322.7
14995,11,285.1,1595.4,532.7
15000,11,124.9,445.2,600
15005,11,192.7,372.7,382.7
15010,11,327.6,1742.7,450
15015,19.9,172.8,555.2,422.5
15020,19.9,357.7,430,500
15025,11,182.5,550,630
15030,11,320,217.9,432.5
15035,11,272.7,1670,520
15040,11,222.5,1802.7,450
15045,11,265,432.5,432.5
15050,11,257.7,277.9,422.7
15055,11,214.8,500,422.7
15060,19.9,260.1,1775.2,660
15065,11,180.2,1650,402.7
15070,19.9,319.9,500,550
15075,11,250.1,1680,590
15080,19.9,167.9,690,442.9
15085,11,292.1,1562.7,552.5
15090,11,235.3,452.5,650
15095,19.9,192.1,1787.9,440
15100,11,369.8,352.5,512.7
15105,11,252.6,530,572.7
15110,19.9,112.5,572.7,560
15115,11,340.2,252.7,412.7
15120,19.9,124.9,1645,512.5
15125,11,279.9,1702.7,550
15130,11,292.6,1657.5,360
15135,19.9,265.2,1970,502.5
15140,11,182.3,1795.2,430
15145,11,289.7,207.5,452.9
15150,19.9,317.6,1782.5,450
15155,11,179.9,460,370
15160,11,109.8,362.5,392.9
15165,11,182.7,1455,440
15170,11,192.4,177.5,470
15175,11,269.8,1560,462.5
15180,11,145.1,1672.9,502.7
15185,19.9,157.7,535.4,400
15190,11,177.3,1542.5,430
15195,19.9,257.3,2825.2,390
15200,11,222.7,267.9,540
15205,11,272.4,1655.2,315.4
15210,11,282.2,522.7,412.7
15215,11,117.2,302.7,522.7
15220,11,237.5,312.5,460
15225,11,282.5,1662.9,322.9
15230,19.9,204.9,2900,362.7
15235,19.9,215,690,550
15240,11,97.2,335.6,370
15245,11,172.8,1630,492.7
15250,11,175,1522.5,475.4
15255,19.9,194.9,1772.9,352.7
15260,11,169.9,1812.5,480
15265,11,195.1,500,530
15270,11,192.4,442.5,380
15275,11,212.6,1728.1,370
15280,11,195.2,3042.7,460
15285,11,350.3,342.9,560
15290,11,259.9,252.9,262.9
15295,11,187.3,1620,320
15300,11,164.9,1765.4,500
15305,11,137,1517.9,505.6
15310,11,302.4,435,620
15315,11,229.8,1792.9,412.9
15320,11,202.2,1802.7,472.7
15325,11,250.1,242.9,362.5
15330,11,164.5,1602.5,530
15335,11,157.4,352.5,300
15340,11,62.3,1665.6,440
15345,11,69.9,262.5,500
15350,11,164.5,405,580
15355,11,147.9,305.2,565.6
15360,11,204.6,1692.5,462.5
15365,11,207,1645.2,470
15370,11,164.8,355,490
15375,11,242.4,162.5,440
15380,11,184.9,342.5,430
15385,11,164.7,150.2,412.7
15390,11,164.8,375.2,460
15395,11,177,1495,450
15400,11,214.5,1742.5,420
15405,11,260.2,380,492.5
15410,11,149.7,1642.5,422.7
15415,11,302.3,1700,352.5
15420,11,85.5,352.9,432.5
15425,11,232.1,1662.5,530
15430,11,139.8,1595.4,330
15435,11,97.7,1445.2,580
15440,11,112.9,375.2,582.7
15445,11,207.6,282.5,410
15450,11,192.1,1592.5,412.7
15455,11,212.5,410,490
15460,11,202.6,1622.5,510
15465,11,180,1562.5,710
15470,11,177,252.5,440
15475,11,189.9,322.5,402.5
15480,11,184.7,502.5,420
15485,11,166.7,1552.9,610
15490,11,234.5,320,600
15495,11,230,1575,400
15500,11,214.2,515,452.7
15505,11,174.3,1600.8,452.7
15510,11,119.7,1552.5,542.5
15515,11,154.7,352.7,502.5
15520,11,254.5,407.5,342.5
15525,11,204.8,400,402.7
15530,11,167.1,1542.7,500
15535,11,157.1,475.4,520
15540,11,134.7,425.2,590
15545,11,117.7,1645.2,570
15550,11,169.4,395,400
15555,11,269.5,410,372.7
15560,11,246.7,1600,412.5
15565,11,146.7,402.7,370
15570,11,269.5,475.4,350
15575,11,199.2,1525,392.5
15580,11,264.6,462.5,510
15585,11,389.9,462.7,375
15590,11,202.1,392.5,450
15595,11,264.5,505.4,460
15600,11,192.1,1682.7,512.5
15605,11,292.2,1630.6,590
15610,11,262.1,2892.5,460
15615,11,264.4,362.5,472.5
15620,11,284.4,1625.6,570
15625,11,156.9,1580,362.5
15630,11,225.1,470,480
15635,11,132,302.9,482.7
15640,11,266.8,265.2,412.5
15645,11,216.6,1538.1,432.5
15650,11,309.9,1608.1,422.5
15655,11,224.4,2825.4,285
15660,11,319.9,1712.5,510
15665,11,320,1517.7,362.5
15670,11,254.4,560,520
15675,11,247.2,1652.5,432.7
15680,11,255.4,1610,400
15685,11,320.1,1630,322.7
15690,11,217.3,392.9,710
15695,11,274.6,1595,435
15700,11,332.2,1635.4,275.2
15705,11,154.5,1492.9,502.7
15710,11,244.8,1682.5,482.5
15715,11,407.4,195,432.7
15720,11,282,1690,610
15725,11,294.6,1682.5,470
15730,11,254.3,410,520
15735,11,266.9,1655.2,520
15740,11,234.7,1682.7,392.5
15745,11,159.2,1540,370
15750,11,284.4,1605.2,420
15755,11,379.5,217.7,610
15760,11,274.8,1635.2,480
15765,11,297,1682.7,420
15770,11,349.5,395.2,450
15775,11,217,290.2,420
15780,11,274.8,455.4,372.7
15785,11,292.4,1605.2,405.2
15790,11,399.8,262.5,402.7
15795,11,266.9,1605.2,462.5
15800,11,187.1,1675,432.5
15805,11,262,2842.5,412.5
15810,11,292.5,322.5,305.2
15815,11,139.4,1655.2,402.5
15820,11,319.8,1700,370
15825,11,186.8,350,402.5
15830,11,312.2,1652.7,322.7
15835,11,222.1,1680,372.5
15840,11,342.3,1582.9,430
15845,11,269.7,532.7,380
15850,11,319.7,1705.6,422.7
15855,11,199.4,2990,442.7
15860,11,257.1,1722.5,470
15865,11,322.4,2900,372.5
15870,11,272.5,352.5,452.7
15875,11,225.1,275.2,560
15880,11,229.9,1562.5,362.5
15885,11,254.7,402.5,530
15890,11,129.3,1607.7,385.2
15895,11,192.2,1660,452.7
15900,11,139.3,1565.4,412.5
15905,11,159.5,1565,360
15910,11,206.8,1612.7,480
15915,11,184.7,1562.7,462.5
15920,11,184.7,432.7,570
15925,11,139.8,472.5,432.5
15930,11,204.8,362.5,382.5
15935,11,177,292.5,452.5
15940,11,121.8,315.6,442.7
15945,11,177.1,1595,372.5
15950,11,129.4,1497.5,452.5
15955,11,146.8,345,472.5
15960,11,129.2,407.5,415
15965,11,187.2,442.8,492.5
15970,11,131.9,328.1,452.7
15975,11,196.7,197.8,370
15980,11,79.7,415.4,285
15985,11,179.3,362.5,560
15990,11,32,205.5,470
15995,11,139.4,1672.5,250
16000,11,184.1,382.9,492.5
16005,11,147.1,242.9,402.5
16010,11,207,482.9,372.5
16015,11,129.7,322.5,512.5
16020,11,169.1,462.5,520
16025,11,186.7,422.7,412.5
16030,11,117,345.2,470
16035,11,227.3,402.5,462.5
16040,11,39.1,1545.7,460
16045,11,131.8,420,450
16050,11,129.2,1782.7,422.5
16055,11,234.3,375.6,330
16060,11,196.6,390,462.5
16065,11,146.5,1725,385
16070,11,131.8,277.5,492.5
16075,11,119.3,450,312.5
16080,11,131.7,445.2,482.5
16085,11,39,790,380
16090,11,86.9,530,385
16095,11,131.6,328.4,442.5
16100,11,176.5,298,472.5
16105,11,179.6,290.5,232.5
16110,11,177.2,395.2,442.5
16115,11,194.2,370.2,532.5
16120,11,81.7,632.5,530
16125,11,131.6,228,422.5
16130,11,122,505.2,410
16135,11,146.9,522.8,422.5
16140,11,139.4,325.2,430
16145,11,81.9,502.7,432.5
16150,11,194.4,327.8,462.5
16155,11,139.7,397.9,332.5
16160,11,131.9,640,372.5
16165,11,132.1,347.9,285
16170,11,169.6,425.2,530
16175,11,131.6,552.8,510
16180,11,179.3,415.3,450
16185,11,136.8,215.3,570
16190,11,139.2,292.5,580
16195,11,131.9,458,392.5
16200,11,139.4,540,450
16205,11,232.1,450,362.5
16210,11,131.8,302.7,392.5
16215,11,191.8,277.9,375
16220,11,137.3,500,292.5
16225,11,89.2,468.1,580
16230,11,126.8,208.1,492.5
16235,11,139.4,392.5,370
16240,11,167.1,402.5,355
16245,11,119.7,395.3,380
16250,11,89.2,205.2,420
16255,11,139.5,572.5,390
16260,11,136.8,205.5,510
16265,11,177,405.6,450
16270,11,139.5,378.1,562.5
16275,11,179,375.7,412.5
16280,11,137.1,312.7,432.5
16285,11,174.3,460,562.5
16290,11,169.5,385.2,412.5
16295,11,174.6,425.2,452.5
16300,11,138.8,452.7,430
16305,11,136.7,328,572.5
16310,11,194.4,358.1,275
16315,11,138.8,357.7,452.5
16320,11,139.2,265.6,352.5
16325,11,167,285.4,362.5
16330,11,139.4,552.9,275
16335,11,217.2,430.9,365
16340,11,131.6,235.4,402.5
16345,11,136.6,270.5,630
16350,11,137.1,308.1,452.5
16355,11,139.2,418.1,472.5
16360,11,137.3,305,522.5
16365,11,144.9,455.3,400
16370,11,129.1,292.7,510
16375,11,139.4,472.9,492.5
16380,11,146.9,411,350
16385,11,131.3,635.2,490
16390,11,126.4,348.2,600
16395,11,96.6,565.5,382.5
16400,11,121.9,367.9,422.5
16405,11,146.9,432.5,490
16410,11,89.4,248,372.5
16415,11,128.9,358.3,422.5
16420,11,179.3,572.7,282.5
16425,11,176.7,298.1,410
16430,11,129.2,408,375
16435,11,139.6,352.5,430
16440,11,176.7,282.5,532.5
16445,11,131.6,295.7,360
16450,11,224.2,522.7,540
16455,11,139.2,450,490
16460,11,129.4,482.8,480
16465,11,179.1,425.2,492.5
16470,11,146.8,260.8,462.5
16475,11,129.6,475.2,522.5
16480,11,184.1,285.5,420
16485,11,139.1,472.5,430
16490,11,144.3,550,470
16495,11,89.9,275.3,415
16500,11,182,690,502.5
16505,11,169.5,285.2,500
16510,11,186.2,347.9,600
16515,11,97.1,405.6,480
16520,11,182.2,422.8,620
16525,11,186.6,342.5,392.5
16530,11,166.8,470,500
16535,11,179.4,252.7,432.5
16540,11,121.6,388.5,395
16545,11,139,602.7,482.5
16550,11,187,405,480
16555,11,192.3,585.6,370
16560,11,139.3,465.5,460
16565,11,132.2,592.7,372.5
16570,11,81.7,258.5,382.5
16575,11,126.6,355.2,370
16580,11,139,298.3,442.5
16585,11,121.8,322.7,392.5
16590,11,154.5,455.3,522.5
16595,11,144.9,462.8,442.5
16600,11,131.2,378.4,500
16605,11,176.9,335.2,490
16610,11,119,208,322.5
16615,11,174.7,542.7,510
16620,11,184.7,385,475
16625,11,169.6,277.8,530
16630,11,121.9,460,500
16635,11,206.8,348.1,470
16640,11,81.8,692.5,442.5
16645,11,222,365.5,520
16650,11,131.4,452.7,560
16655,11,121.5,422.8,512.5
16660,11,81.9,305.2,430
16665,11,167.1,382.7,410
16670,11,121.8,392.5,450
16675,11,146.8,322.9,532.5
16680,11,89.3,325.2,460
16685,11,82.3,440,540
16690,11,129.6,525,420
16695,11,132.1,402.7,580
16700,11,131.3,320,335
16705,11,169,465.3,440
16710,11,177.1,355.3,322.5
16715,11,179.4,472.7,320
16720,11,174.4,297.7,500
16725,11,89.4,215.2,320
16730,11,176.7,565.2,560
16735,11,129,335.3,342.5
16740,11,121.3,495.7,435
16745,11,121.7,475.3,452.5
16750,11,139.3,385.2,502.5
16755,11,146.8,405.4,530
16760,11,224.5,297.7,415
16765,11,129,472.7,520
16770,11,221.8,452.7,242.5
16775,11,137.1,512.5,560
16780,11,169.1,475.3,550
16785,11,129,415.3,472.5
16790,11,127.3,387.8,570
16795,11,129.5,482.5,490
16800,11,131.5,265.3,540
16805,11,128.8,292.7,540
16810,11,129.7,270.9,442.5
16815,11,129.1,398.3,500
16820,11,121.3,432.8,410
16825,11,169.2,238,520
16830,11,169.4,428,530
16835,11,177,307.8,580
16840,11,89,405.7,342.5
16845,11,131.6,372.8,450
16850,11,89.4,450,612.5
16855,11,139.3,430.2,590
16860,11,89.3,465.3,412.5
16865,11,131.3,265.7,472.5
16870,11,131.8,622.8,495
16875,11,138.8,632.8,492.5
16880,11,129.2,548.3,810
16885,11,176.6,347.9,510
16890,11,126.7,437.7,612.5
16895,11,184,310.6,380
16900,11,138.7,338.1,800
16905,11,81.4,340,670
16910,11,176,478.3,440
16915,11,131.3,335.3,482.5
16920,11,139.2,297.9,672.5
16925,11,138.8,390,412.5
16930,11,168.7,502.8,492.5
16935,11,89.3,462.5,352.5
16940,11,96.9,645,350
16945,11,96.5,422.7,610
16950,11,81.4,265.2,352.5
16955,11,131.7,475.4,692.5
16960,11,121.7,1525.6,750
16965,11,131.2,530,690
16970,11,176.3,358.3,670
16975,11,158.6,170.4,402.5
16980,11,176.9,342.5,610
16985,11,121.9,435.6,780
16990,11,121.8,438.2,450
16995,11,132,575.2,502.5
17000,11,119,438.1,410
17005,11,121,275.3,370
17010,11,81.6,535.6,472.5
17015,11,96.6,230.4,450
17020,11,176.7,188.1,472.5
17025,11,88.9,468,390
17030,11,81.7,265.7,642.5
17035,11,131.2,412.5,420
17040,11,176.9,1537.7,740
17045,11,139.1,297.7,382.5
17050,11,131.2,365.3,500
17055,11,129.2,535.6,452.5
17060,11,131.4,248.1,502.5
17065,11,119.1,365.5,400
17070,11,168.7,197.8,410
17075,11,159,455.2,480
17080,11,131.6,210.9,670
17085,11,136.9,380,630
17090,11,119.1,1635,452.5
17095,11,118.8,432.7,502.5
17100,11,131,652.9,832.5
17105,11,146.7,590,570
17110,11,138.9,238.2,422.5
17115,11,139.1,385.6,662.5
17120,11,129,328,540
17125,11,126.8,495,522.5
17130,11,89.3,1625.2,532.5
17135,11,166.8,365.4,682.5
17140,11,31.4,1662.7,500
17145,11,61.6,502.5,820
17150,11,30.9,322.7,350
17155,11,39.4,352.8,560
17160,11,31.4,462.7,700
17165,11,118.9,710,770
17170,11,81.4,525.4,360
17175,11,31.4,437.7,770
17180,11,23.7,448,780
17185,11,61.2,312.8,700
17190,11,69.3,582.7,442.5
17195,11,31.2,328.2,610
17200,11,23.6,385.6,490
17205,11,69.1,1518.1,690
17210,11,23.9,552.8,862.5
17215,11,39.5,505.3,950
17220,11,32,1700,540
17225,11,32.1,335.3,580
17230,11,79,375.5,980
17235,11,23.9,1645.6,640
17240,11,61.8,592.5,470
17245,11,71.8,452.8,530
17250,11,116.9,372.7,560
17255,11,61.4,572.5,602.5
17260,11,69.4,1627.9,510
17265,11,86.7,1592.5,530
17270,11,86.9,308.1,880
17275,11,71.6,1485,840
17280,11,61.5,197.7,622.5
17285,11,71.7,1455.5,540
17290,11,69.3,1710.4,682.5
17295,11,81.7,1740,550
17300,11,23.8,442.5,1050
17305,11,69.5,1492.7,920
17310,11,81.7,362.7,430
17315,11,78.9,485.4,1060
17320,11,31.6,1620.4,642.5
17325,11,24.1,1725.2,1070
17330,11,127,315.6,1020
17335,11,116.9,1637.9,610
17340,11,89,535.2,910
17345,11,79.2,427.5,420
17350,11,31.9,322.7,780
17355,11,31.4,395.2,1100
17360,11,31.3,550,852.5
17365,11,24.2,382.7,440
17370,11,81.5,415.3,422.5
17375,11,86.7,1742.5,480
17380,11,38.9,480,650
17385,11,24.1,333,440
17390,11,24,352.7,590
17395,11,71.9,197.7,770
17400,11,31.8,342.7,772.5
17405,11,126.3,352.7,900
17410,11,71.5,410,492.5
17415,11,118.9,1627.8,750
17420,11,81.4,248,690
17425,11,24.3,370.2,630
17430,11,81.2,475.5,502.5
17435,11,24.1,438.1,710
17440,11,24.1,425.2,690
17445,11,24,348,810
17450,11,69.3,368,292.5
17455,11,39.2,375.3,580
17460,11,24.3,1795,530
17465,11,24,418,690
17470,11,39.2,1752.7,720
17475,11,61.3,422.8,610
17480,11,31.2,370,842.5
17485,11,31.4,485,740
17490,11,31.4,525.2,500
17495,11,31.4,422.5,830
17500,11,69.1,475.5,932.5
17505,11,69.3,425.2,600
17510,11,69,1605.2,830
17515,11,117.2,498.4,1000
17520,11,100.9,402.9,640
17525,11,68.9,350.6,860
17530,11,39.1,1585.2,780
17535,11,23.9,230.6,840
17540,11,24.1,1582.8,750
17545,11,61.6,438.1,760
17550,11,109.3,610,580
17555,11,61.2,320.5,740
17560,11,31.7,287.7,910
17565,11,61.7,335.7,650
17570,11,23.8,195.2,810
17575,11,23.6,1508.2,772.5
17580,11,31.7,497.8,600
17585,11,101.2,1828.1,630
17590,11,24.3,345.2,600
17595,11,39.2,435.6,720
17600,11,31.6,462.8,750
17605,11,101.8,472.5,862.5
17610,11,68.9,365.2,830
17615,11,109.2,505,780
17620,11,61.6,390.9,750
17625,11,31.3,400.6,1080
17630,11,23.7,412.7,580
17635,11,101.3,462.8,920
17640,11,108.8,375.6,710
17645,11,108.8,382.5,890
17650,11,69.3,2845.2,1040
17655,11,23.5,325.3,582.5
17660,11,68.9,1685.6,510
17665,11,31.1,468.2,882.5
17670,11,24.1,580,620
17675,11,23.8,275.6,910
17680,11,116.5,1540.6,810
17685,11,24.3,1815.2,880
17690,11,69,548,1100
17695,11,31.5,240.2,950
17700,11,109.5,492.5,650
17705,11,23.4,355.2,710
17710,11,101.7,350.6,620
17715,11,23.5,1682.7,720
17720,11,101.5,530,632.5
17725,11,31.8,465.7,790
17730,11,101,485.3,710
17735,11,101.2,442.7,870
17740,11,61.3,1642.5,560
17745,11,61.6,215.3,760
17750,11,61.3,498.2,830
17755,11,23.7,395.3,952.5
17760,11,23.4,248,970
17765,11,101.4,225,460
17770,11,61.2,467.7,950
17775,11,31.4,1537.7,530
17780,11,23.9,1852.8,800
17785,11,109.4,382.7,700
17790,11,101.7,408.1,860
17795,11,31,572.7,692.5
17800,11,61.3,495.6,920
17805,11,109.2,695.2,940
17810,11,31.1,375.4,680
17815,11,31,440.5,960
17820,11,69,1775.7,562.5
17825,11,61.7,485.5,582.5
17830,11,109,1622.8,830
17835,11,39.6,410,650
17840,11,68.5,235.3,810
17845,11,24,220.3,630
17850,11,31.7,417.7,830
17855,11,23.9,442.5,880
17860,11,100.9,361,730
17865,11,77,465.6,1060
17870,11,61.3,397.5,810
17875,11,61.6,610,502.5
17880,11,31.1,240,672.5
17885,11,23.7,620,642.5
17890,11,30.9,412.8,840
17895,11,30.9,620,810
17900,11,101.3,482.8,1040
17905,11,31.2,445,870
17910,11,101.4,560,1110
17915,11,61.4,670,1040
17920,11,61.3,462.9,770
17925,11,108.8,345,520
17930,11,76.4,243,390
17935,11,61.6,592.5,520
17940,11,31.1,288.2,800
17945,11,23.6,425,630
17950,11,101.7,712.5,1050
17955,11,218.7,500,922.5
17960,11,38.9,452.7,742.5
17965,11,69.3,512.5,802.5
17970,11,141.5,230.2,632.5
17975,11,101.5,427.8,1080
17980,11,61.2,400,480
17985,11,68.9,360,850
17990,11,108.8,365.5,610
17995,11,61.2,567.8,970
18000,11,61,408.2,620
18005,11,23.5,382.5,620
18010,11,23.6,412.8,872.5
18015,11,101,495.6,580
18020,11,31,370,760
18025,11,226.5,322.9,960
18030,11,22.9,338.1,1010
18035,11,108.7,345.6,700
18040,11,100.9,472.5,790
18045,11,24,365.2,750
18050,11,186.3,435,850
18055,11,31.3,635.3,1140
18060,11,68.8,202.7,1030
